 12Z 29 10 2017,  0.00,  4.65
 00Z 30 10 2017,  0.00,  3.88
 00Z 31 10 2017,  0.00,  3.04
 12Z 31 10 2017,  0.00,  2.15
 00Z 01 11 2017,  0.00,  2.01
 12Z 01 11 2017,  0.00,  2.03
 00Z 02 11 2017,  0.00,  2.12
 12Z 02 11 2017,  0.00,  2.35
 00Z 03 11 2017,  0.00,  2.35
 12Z 03 11 2017,  0.00,  3.05
 00Z 04 11 2017,  0.00,  4.31
 12Z 04 11 2017,  0.00,  3.87
 00Z 05 11 2017,  0.00,  4.99
 12Z 05 11 2017,  0.00,  4.93
 00Z 06 11 2017,  0.00,  3.89
 12Z 06 11 2017,  0.00,  2.09
 00Z 07 11 2017,  0.00,  2.12
 12Z 07 11 2017,  0.00,  1.75
 00Z 08 11 2017,  0.00,  1.69
 00Z 09 11 2017,  0.00,  1.53
 12Z 09 11 2017,  0.00,  1.33
 00Z 10 11 2017,  0.00,  2.23
 12Z 10 11 2017,  0.00,  2.61
 00Z 11 11 2017,  0.00,  3.82
 12Z 11 11 2017,  0.00,  2.68
 00Z 12 11 2017,  0.00,  4.04
 12Z 12 11 2017,  0.00,  4.08
 00Z 13 11 2017,  0.00,  3.12
 12Z 13 11 2017,  0.00,  2.76
 00Z 14 11 2017,  0.00,  2.63
 12Z 14 11 2017,  0.00,  1.83
 00Z 15 11 2017,  0.00,  1.84
 12Z 15 11 2017,  0.00,  2.08
 00Z 16 11 2017,  0.00,  2.49
 12Z 16 11 2017,  0.19 ,  2.67
 00Z 17 11 2017,  0.00,  3.58
 12Z 17 11 2017,  0.00,  4.34
 00Z 18 11 2017,  0.00,  5.96
 12Z 18 11 2017,  0.00,  5.18
 00Z 19 11 2017,  0.00,  6.07
 12Z 19 11 2017,  0.00,  5.61
 00Z 20 11 2017,  0.00,  5.40
 12Z 20 11 2017,  0.00,  6.03
